LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
68A85K4AWY,64,145289,102743,673,28,2,15.06,60,0.62,High School,Part-time,Single,Yes,Yes,Other,No,0
YT3J3KBXP3,53,133686,69215,609,117,3,3.78,48,0.72,Master's,Self-employed,Divorced,No,No,Business,Yes,0
92YX32SY8Z,59,59247,8504,721,14,2,2.17,48,0.78,Master's,Full-time,Divorced,Yes,Yes,Business,Yes,0
T07GCKFQK7,53,40264,241592,393,14,4,10.38,48,0.19,Master's,Self-employed,Single,Yes,Yes,Other,No,0
0IE9G5VJ8J,46,133334,123276,582,5,3,20.76,48,0.74,Bachelor's,Unemployed,Divorced,Yes,No,Home,Yes,0
11VQ6GRM3F,67,17871,240680,434,56,1,11.27,36,0.15,High School,Part-time,Married,Yes,No,Other,No,0
UO9BKYWBTF,69,21160,73119,408,41,3,10.0,12,0.27,Bachelor's,Part-time,Married,No,Yes,Other,No,0
SO2N0KO0XI,34,63642,198114,838,11,2,3.58,12,0.14,Bachelor's,Self-employed,Divorced,No,No,Education,No,0
RMQERSAAQB,50,113090,39707,765,79,4,9.05,36,0.78,PhD,Part-time,Married,No,No,Other,No,0
9E2YVQ4BFA,19,54989,167470,455,83,1,5.32,12,0.43,High School,Part-time,Single,Yes,No,Home,Yes,0
0ED3PE52IM,36,30132,30628,316,93,1,10.1,12,0.62,Master's,Unemployed,Married,Yes,Yes,Other,Yes,0
78C1AOAU26,37,41495,221204,688,34,3,11.55,48,0.28,High School,Self-employed,Divorced,No,No,Auto,Yes,0
IUB2GZWYKC,47,115922,194768,808,27,1,20.39,24,0.5,Bachelor's,Self-employed,Married,Yes,Yes,Education,No,1
IUUKPWTB8R,44,64856,195349,556,75,2,23.55,12,0.85,Master's,Unemployed,Divorced,Yes,No,Business,Yes,0
I52RKXF83N,32,81730,23524,428,31,3,7.89,48,0.48,Master's,Self-employed,Divorced,Yes,No,Other,No,0
YDPNV8YBU1,45,26057,62627,758,48,2,15.4,12,0.74,Bachelor's,Unemployed,Single,No,Yes,Other,Yes,0
PTK45LD6KQ,54,114204,11429,657,96,4,24.94,48,0.71,Master's,Unemployed,Divorced,No,Yes,Auto,Yes,0
V7962JRC7F,24,37138,134990,381,27,1,23.92,48,0.68,High School,Part-time,Single,No,No,Other,Yes,0
40Q0UGRK89,34,88796,36416,529,52,3,4.42,48,0.69,PhD,Part-time,Single,No,Yes,Home,No,1
IN3FQZ5MGQ,63,24117,41579,385,72,4,2.08,12,0.13,High School,Unemployed,Divorced,No,No,Business,No,0
4SWDG2H13P,49,114851,130801,690,20,1,15.04,24,0.53,High School,Full-time,Divorced,Yes,Yes,Home,No,0
CGA2I9BVNL,56,33691,34376,711,66,4,24.29,60,0.8,Bachelor's,Self-employed,Divorced,No,Yes,Education,Yes,0
98NK2K6I2C,33,34474,16967,594,111,1,3.13,12,0.89,PhD,Full-time,Divorced,No,Yes,Other,Yes,1
5O4SFV329K,21,76978,146018,483,87,4,15.34,60,0.59,Bachelor's,Part-time,Married,No,No,Other,Yes,0
221N8O63UR,32,87968,235581,702,37,2,11.37,24,0.44,Bachelor's,Part-time,Single,No,Yes,Auto,Yes,0
6491IVFRH7,36,101536,79983,806,3,3,14.79,24,0.4,Bachelor's,Part-time,Single,Yes,Yes,Business,No,0
M3KUMPGGSZ,65,25087,88074,719,108,4,13.75,36,0.45,PhD,Full-time,Divorced,Yes,No,Auto,Yes,0
GQNMIJ84TX,20,93838,5680,539,58,2,4.08,48,0.48,Bachelor's,Part-time,Divorced,No,Yes,Business,No,0
0FPW6HC56B,56,142599,181998,346,95,1,19.16,60,0.49,PhD,Part-time,Married,Yes,No,Other,No,0
70FXONOS7R,59,124209,179011,403,51,3,12.71,36,0.22,Master's,Full-time,Married,Yes,No,Home,No,0
KH8UCSDZAB,26,146448,9830,324,116,3,11.93,48,0.53,Master's,Self-employed,Single,No,Yes,Education,No,0
5RE0XJNO2D,24,112265,247972,391,58,3,22.45,36,0.27,High School,Part-time,Single,No,Yes,Business,Yes,0
JYR8UIE5U3,44,39473,159966,341,63,1,4.12,24,0.85,Bachelor's,Self-employed,Divorced,Yes,Yes,Home,No,0
U7MARIZDKE,65,120711,130197,587,45,4,9.32,48,0.67,PhD,Part-time,Divorced,Yes,No,Business,Yes,0
LGBQUWQIPW,24,69693,11349,765,42,3,22.28,48,0.72,Bachelor's,Self-employed,Divorced,No,Yes,Auto,No,0
FZAVYIF0PB,60,113167,32223,588,55,2,4.03,60,0.49,Bachelor's,Unemployed,Single,Yes,Yes,Education,Yes,0
QHAJ06EFW7,30,145939,206752,601,19,2,24.51,60,0.2,High School,Self-employed,Divorced,Yes,Yes,Auto,No,1
55SK6F0COF,40,45054,125960,712,79,4,23.57,48,0.8,High School,Unemployed,Married,No,No,Other,No,1
U1SXBG7PKR,61,26762,141281,784,92,1,23.76,48,0.63,Bachelor's,Full-time,Married,Yes,Yes,Auto,Yes,0
AJ3R3K52G0,58,146266,44945,419,75,2,7.49,36,0.81,PhD,Self-employed,Married,No,Yes,Other,Yes,0
VONIUBV3VO,45,60224,62601,363,33,3,7.92,60,0.74,PhD,Part-time,Married,Yes,Yes,Auto,Yes,0
O7RAFHMJ5Z,46,58777,167852,474,44,3,20.71,12,0.61,Master's,Part-time,Divorced,No,No,Education,Yes,0
07CPEG5527,34,116183,234247,839,17,3,7.22,24,0.31,PhD,Full-time,Married,No,No,Education,Yes,0
GKR79Q4H4L,35,44440,80287,471,53,3,12.71,60,0.85,PhD,Part-time,Single,Yes,Yes,Home,No,0
4DWKOWHCSM,53,49142,91925,638,12,2,9.86,60,0.86,High School,Part-time,Single,Yes,No,Other,Yes,0
CI0VY60GAI,30,40229,142072,602,54,2,15.19,60,0.73,Master's,Self-employed,Single,No,Yes,Auto,Yes,0
FOCCJFJ7NT,67,33177,98491,671,50,2,22.56,36,0.75,Master's,Part-time,Single,Yes,Yes,Other,Yes,0
Y2UKG8J47E,56,112582,83857,781,23,2,2.7,12,0.3,High School,Full-time,Single,Yes,Yes,Education,No,0
7VLNEAPZWI,36,139784,235977,485,28,4,23.23,60,0.7,Master's,Full-time,Single,Yes,No,Education,No,1
11IBUB4UYI,56,38651,32122,344,6,3,2.94,60,0.26,PhD,Part-time,Single,No,Yes,Home,Yes,0
2SSYWA5LPR,20,126785,91882,332,37,2,14.0,36,0.45,Bachelor's,Part-time,Married,No,Yes,Auto,No,1
9K1R8Z88GP,64,90010,30692,308,61,3,19.1,48,0.46,PhD,Unemployed,Single,Yes,No,Other,Yes,0
FIWTCTE69B,56,76053,14254,640,46,3,12.59,12,0.12,Master's,Self-employed,Single,No,No,Education,Yes,0
0DCSW4CYUP,48,73678,227558,504,74,2,12.7,24,0.41,PhD,Full-time,Divorced,Yes,No,Home,Yes,0
O26YMN6KSR,29,85557,124260,676,46,2,2.77,60,0.13,PhD,Unemployed,Single,Yes,No,Education,Yes,0
Z6X8PCTRQK,25,136640,53366,829,39,3,18.89,60,0.42,High School,Part-time,Married,No,No,Education,No,0
EAEK57JBD6,22,86459,246725,390,100,1,10.1,12,0.15,High School,Unemployed,Married,No,Yes,Education,Yes,0
49KNSZMLD3,26,82271,63504,592,24,2,18.15,12,0.16,Master's,Part-time,Single,Yes,No,Auto,Yes,0
NL2MQCJ31S,65,57867,195987,484,30,2,13.66,36,0.17,Bachelor's,Full-time,Single,Yes,No,Business,Yes,0
T6DRSDA2JR,61,18864,226616,702,31,2,16.7,24,0.59,PhD,Full-time,Single,Yes,No,Home,No,1
4NKX47M5OU,48,111649,231222,338,42,2,5.93,48,0.71,PhD,Self-employed,Single,Yes,Yes,Home,Yes,0
VRSTVDJKKB,64,101934,71857,380,73,2,19.14,36,0.12,High School,Part-time,Single,Yes,No,Auto,Yes,0
Y2P6V17UEC,59,57917,24508,395,91,4,12.71,48,0.89,Master's,Full-time,Divorced,No,Yes,Home,Yes,0
LS6QHE43TU,45,138627,95099,365,64,2,24.88,12,0.44,High School,Self-employed,Single,No,Yes,Other,Yes,0
NL8WNFQLLC,27,130537,112779,379,87,2,19.31,60,0.51,PhD,Unemployed,Single,Yes,No,Education,Yes,0
8TIYNHZ902,58,84396,137520,767,87,2,13.33,60,0.23,Master's,Unemployed,Married,Yes,Yes,Other,No,0
JYIWBVFPO2,43,117828,49301,359,48,2,5.96,12,0.47,Bachelor's,Unemployed,Married,Yes,Yes,Other,No,0
J1ISFCTEWK,38,32226,183654,652,99,2,10.79,48,0.86,Master's,Unemployed,Married,No,No,Other,No,0
EUI3YQB9KS,28,140460,145361,544,79,3,23.26,24,0.59,Bachelor's,Part-time,Married,Yes,Yes,Auto,No,1
5JPR2OJ10J,52,26365,163358,790,14,4,22.77,24,0.24,PhD,Unemployed,Divorced,No,Yes,Education,Yes,1
CIXAEI0KAQ,26,20868,154296,541,51,2,2.16,48,0.24,High School,Part-time,Single,Yes,No,Education,No,0
WFWG9VE8I1,62,87426,184677,818,99,1,23.89,24,0.66,PhD,Unemployed,Married,Yes,Yes,Other,Yes,0
2WDVGMZ27A,48,147928,166404,836,96,1,9.92,36,0.58,Bachelor's,Part-time,Divorced,No,No,Education,No,1
EST470BXCW,31,108364,113679,629,9,1,2.22,36,0.15,Master's,Part-time,Single,Yes,Yes,Business,Yes,0
XGAJJ1517S,32,22656,142831,677,6,1,17.49,48,0.49,PhD,Self-employed,Divorced,No,No,Business,No,1
JRTVOL6W6O,19,117098,20098,340,48,3,15.83,24,0.68,High School,Unemployed,Single,Yes,No,Other,Yes,0
ADJQ1L9O7A,50,71952,183840,563,41,3,24.72,24,0.75,High School,Part-time,Married,Yes,Yes,Other,Yes,0
7DFMZI2ADF,22,79066,158755,824,63,2,22.68,24,0.64,Bachelor's,Full-time,Single,Yes,Yes,Home,No,1
DRPR4TNN99,45,50029,147571,609,25,3,9.97,60,0.45,Bachelor's,Self-employed,Single,No,No,Other,Yes,1
54GMGCK4TB,23,125587,133129,408,79,2,23.08,24,0.68,Master's,Full-time,Married,Yes,No,Other,No,1
YEG1QZNG3J,47,132386,246315,507,22,3,10.03,60,0.62,High School,Unemployed,Married,No,Yes,Other,Yes,0
DHD2C0X7E3,53,23573,199573,493,52,3,15.0,36,0.8,Master's,Self-employed,Divorced,Yes,Yes,Auto,No,0
9ABYCWAJ2J,59,145046,91131,580,77,3,14.28,48,0.52,PhD,Full-time,Married,No,No,Education,Yes,0
8AYMPRDTTR,68,37175,40769,714,104,2,19.61,12,0.71,Master's,Self-employed,Single,Yes,No,Business,Yes,0
VZZEFAV72P,61,138405,42258,437,101,2,21.44,24,0.47,Master's,Part-time,Divorced,Yes,No,Education,Yes,0
IWTCZUM8H2,32,36792,226356,651,25,3,18.56,24,0.8,High School,Part-time,Single,No,Yes,Auto,No,1
A2RKJEVMW8,23,74122,29687,408,42,1,21.34,48,0.13,High School,Part-time,Divorced,No,Yes,Education,No,0
5J3QQ4RILK,65,15721,238571,363,89,1,13.26,24,0.62,High School,Unemployed,Divorced,No,Yes,Auto,Yes,0
KYL0LW6D0Y,59,88727,32912,488,10,3,18.08,48,0.45,PhD,Full-time,Single,Yes,Yes,Home,No,0
WYJEJ3SYCR,20,27516,24503,556,108,3,5.36,12,0.57,High School,Self-employed,Single,No,No,Education,No,0
GYRL48O5O5,18,80300,125183,654,26,2,8.28,48,0.77,Bachelor's,Unemployed,Married,Yes,No,Home,No,0
7S4ME1WMMQ,36,40930,79294,785,108,4,13.77,60,0.81,Master's,Full-time,Divorced,Yes,Yes,Auto,No,0
FPAUU7HMSQ,30,93188,47496,813,103,3,14.86,36,0.84,Master's,Full-time,Divorced,No,No,Other,No,0
SS216EC7VV,18,75836,228627,837,1,1,15.27,36,0.59,High School,Part-time,Married,Yes,No,Education,No,0
XDTG4W513L,36,143658,14538,420,89,1,16.07,36,0.79,Bachelor's,Full-time,Single,No,No,Auto,No,0
6LTWX8C0PI,40,41505,161747,456,0,4,9.28,24,0.38,High School,Unemployed,Single,Yes,Yes,Education,Yes,1
TB2Z19MKYV,56,109106,184708,317,26,2,7.0,36,0.34,High School,Part-time,Divorced,Yes,No,Other,No,1
KUB84YVL4I,69,122214,85152,570,98,4,16.47,48,0.71,Bachelor's,Self-employed,Married,No,Yes,Auto,Yes,0
C5H4OL8MZW,51,121582,102268,503,55,4,13.05,48,0.6,High School,Unemployed,Single,No,Yes,Education,Yes,0
NNFBEAFTR1,37,80051,214701,412,63,4,4.35,48,0.7,Bachelor's,Full-time,Married,Yes,No,Business,No,0
GX6J1IG01F,39,99341,53106,373,108,3,16.74,60,0.75,Master's,Part-time,Divorced,No,No,Education,No,0
1FTQXRMIG6,55,85151,194034,579,37,3,9.04,36,0.32,PhD,Self-employed,Divorced,No,No,Home,Yes,0
QSEBY78DD4,67,69720,232948,674,38,2,3.08,48,0.66,High School,Unemployed,Married,No,Yes,Auto,No,0
OEY6U7H45R,37,48631,110565,487,7,3,14.21,12,0.18,High School,Full-time,Married,No,Yes,Auto,No,0
2UVZA54KCY,23,25586,12324,640,86,1,12.44,48,0.4,Master's,Full-time,Married,Yes,No,Business,Yes,0
HKHGXJWTNP,56,47521,175799,796,71,1,7.46,12,0.45,PhD,Self-employed,Married,Yes,Yes,Auto,No,0
Z1Y58ZAN7M,38,94475,134983,527,70,4,19.52,60,0.81,Bachelor's,Full-time,Divorced,No,Yes,Business,No,0
YJP8HFYORB,56,51411,210325,342,24,3,22.69,12,0.29,PhD,Unemployed,Married,Yes,Yes,Education,Yes,0
JLJDDFHKN5,57,35417,151176,365,52,1,20.36,12,0.57,PhD,Unemployed,Divorced,No,No,Auto,Yes,0
FFHFJ6BMQO,54,141029,90082,812,10,3,15.3,24,0.13,Bachelor's,Part-time,Married,Yes,Yes,Auto,Yes,0
DMPJJSO5IM,31,139696,150997,812,47,1,18.6,12,0.1,Master's,Full-time,Single,No,No,Education,No,0
2L4VQD9Q92,18,123972,20548,807,36,4,24.13,12,0.59,High School,Part-time,Divorced,No,No,Other,Yes,0
AJJN9USOB9,48,31292,69289,735,11,2,9.01,12,0.57,High School,Unemployed,Divorced,Yes,Yes,Education,Yes,0
XVX4ZUFIZU,26,143263,70225,622,34,1,19.45,24,0.39,Bachelor's,Part-time,Married,Yes,Yes,Home,Yes,0
A0OCQ905R1,51,146823,61430,607,119,2,20.91,12,0.43,Bachelor's,Self-employed,Married,Yes,No,Education,No,0
SHE98W2YIF,31,125717,204287,410,12,2,19.52,24,0.3,High School,Self-employed,Single,Yes,No,Education,No,0
YYAEDEZEHV,59,17564,114601,652,47,3,4.75,48,0.89,PhD,Self-employed,Divorced,Yes,No,Education,Yes,0
WPY5VAOPGB,26,23907,130606,644,97,4,21.76,48,0.84,Bachelor's,Full-time,Married,No,Yes,Home,Yes,0
BO0G2EFGO0,23,58286,127175,526,4,2,21.01,36,0.85,High School,Part-time,Divorced,No,Yes,Other,Yes,0
9ETN002ZZ6,19,29097,94739,771,101,1,5.12,48,0.3,Master's,Full-time,Single,No,Yes,Home,No,0
S72VJ65I5I,45,89350,116993,818,31,1,20.03,36,0.1,Bachelor's,Unemployed,Divorced,Yes,No,Business,No,0
OGW5KI2URS,35,62344,95237,585,91,1,12.19,48,0.15,PhD,Self-employed,Divorced,Yes,Yes,Business,No,1
RZXB1DRFH5,67,139904,231078,593,28,2,17.65,48,0.18,High School,Part-time,Married,No,No,Auto,No,0
XDHPNGEDQW,30,38645,205412,781,3,3,6.89,48,0.3,Master's,Part-time,Married,Yes,Yes,Business,No,0
8FROC0OWNZ,56,95190,233994,696,98,2,2.39,48,0.49,Master's,Self-employed,Single,No,No,Business,No,0
36G8NKVHZK,29,81073,148339,671,42,4,21.33,48,0.6,High School,Full-time,Married,No,Yes,Auto,No,0
NPAKZFR12U,49,61451,170476,305,106,3,21.94,24,0.78,PhD,Unemployed,Married,No,Yes,Business,Yes,0
KLGEL0Y6D9,40,35363,90516,362,29,3,15.83,60,0.72,Bachelor's,Full-time,Single,Yes,No,Auto,No,0
KROKGCXD32,55,35997,22344,416,11,4,19.84,48,0.17,Master's,Self-employed,Single,Yes,No,Auto,No,0
NADPIRKV41,53,51160,84687,553,77,1,19.82,60,0.53,PhD,Full-time,Married,No,Yes,Education,No,0
HWZ1F0CUSH,49,136999,209136,397,17,2,23.83,48,0.89,PhD,Self-employed,Divorced,Yes,Yes,Auto,Yes,0
C54LEBDJNW,48,15973,154295,471,31,1,12.93,24,0.58,Bachelor's,Unemployed,Married,Yes,No,Business,No,0
9IYMOII6CO,31,53399,111045,555,23,4,17.25,24,0.49,PhD,Self-employed,Divorced,Yes,No,Auto,Yes,0
LCJ936I0YQ,69,106335,209140,628,30,4,20.77,12,0.69,High School,Unemployed,Divorced,No,Yes,Business,Yes,0
6XBCMY840E,29,66712,134687,550,93,3,7.23,12,0.35,PhD,Unemployed,Married,No,Yes,Other,Yes,0
BPJ7Y8F47W,65,99481,206399,354,111,4,22.8,36,0.8,High School,Unemployed,Married,No,Yes,Auto,No,0
Z0C5VEEQKB,32,17248,64668,800,68,3,23.52,36,0.69,PhD,Unemployed,Single,No,Yes,Auto,Yes,0
YBJWLRSYCJ,38,110468,83624,321,81,4,15.02,24,0.27,PhD,Unemployed,Divorced,No,No,Education,Yes,1
8H5MG9OJ37,43,44819,115158,484,80,1,18.1,12,0.9,High School,Part-time,Married,No,Yes,Home,No,0
MDGKO6EWSP,67,143720,155032,508,54,2,15.62,60,0.78,PhD,Part-time,Single,Yes,No,Auto,Yes,0
Q13KWQDMU0,31,135912,99295,716,98,4,3.74,24,0.7,Bachelor's,Part-time,Married,No,No,Education,Yes,0
GB1FY0N9JJ,36,36025,38994,472,3,2,4.84,36,0.8,PhD,Full-time,Divorced,Yes,No,Business,No,1
NM4WLYWFBE,52,138847,192494,789,87,3,4.44,24,0.81,PhD,Full-time,Married,Yes,No,Education,No,0
CTO106IAT7,64,135978,92113,734,32,2,13.61,48,0.41,Bachelor's,Self-employed,Single,Yes,Yes,Other,Yes,0
7KCXAPZ858,65,143104,7662,471,30,1,24.13,48,0.35,High School,Part-time,Divorced,No,Yes,Education,Yes,0
XDCZVN4L5G,33,65266,247753,551,36,2,22.93,12,0.48,Bachelor's,Self-employed,Single,No,No,Home,No,0
3ZH5S4CYFV,33,17079,247442,409,68,2,9.81,36,0.61,Bachelor's,Self-employed,Married,No,Yes,Education,No,0
PUOX0DF7BJ,51,134642,49359,443,14,4,19.57,60,0.69,High School,Full-time,Single,Yes,No,Auto,No,0
QBM8Q6V7EY,21,109331,229210,690,15,3,21.35,60,0.46,PhD,Part-time,Married,Yes,No,Auto,Yes,0
XXDTY6OAG7,39,66489,197214,316,6,4,21.8,24,0.69,Master's,Unemployed,Married,No,No,Business,Yes,1
60OV5OEYLK,56,120365,206994,509,33,3,11.58,24,0.17,High School,Part-time,Divorced,Yes,Yes,Other,No,0
RC1SL1RARU,26,91864,132393,693,24,2,18.5,60,0.38,PhD,Self-employed,Single,No,Yes,Other,Yes,0
EEHDJI0L5I,49,23242,91837,800,79,3,19.95,24,0.33,PhD,Part-time,Single,No,Yes,Business,No,0
98SEO2KGGE,57,114851,12448,845,81,1,17.86,24,0.44,Bachelor's,Part-time,Divorced,No,No,Education,No,0
W04KQWFE87,50,77497,143456,342,65,2,15.58,60,0.65,PhD,Full-time,Divorced,Yes,No,Other,No,0
Y6KD9FG2FS,30,87399,196608,735,111,2,3.2,24,0.64,Master's,Part-time,Single,Yes,Yes,Education,No,0
ZW1DA4IGO1,29,107086,181516,312,110,4,4.62,24,0.86,Bachelor's,Full-time,Divorced,Yes,Yes,Other,Yes,0
YKQMJQ7864,19,84086,182163,586,104,4,18.95,24,0.45,PhD,Self-employed,Single,No,Yes,Home,Yes,0
86Z579XYSZ,47,147815,246610,653,109,4,8.78,48,0.63,Bachelor's,Unemployed,Divorced,No,No,Other,Yes,0
NV9LIOPY3C,34,148617,186912,777,52,1,17.55,36,0.56,PhD,Self-employed,Single,Yes,Yes,Education,Yes,0
B0W5T0IO8K,35,61050,61681,655,53,4,10.9,36,0.89,Bachelor's,Unemployed,Single,No,Yes,Business,Yes,0
K8A8YIV3OR,46,67593,59995,755,38,3,9.88,60,0.34,Master's,Self-employed,Single,Yes,Yes,Education,Yes,0
BP4QOJKYWX,28,102662,180437,650,54,1,6.13,48,0.68,High School,Full-time,Divorced,Yes,No,Business,Yes,0
OSC526S0H9,35,112534,157017,374,2,1,22.53,48,0.25,Bachelor's,Full-time,Married,No,Yes,Education,No,0
UE9WV7U17W,47,78297,95169,538,23,3,7.9,48,0.65,Bachelor's,Self-employed,Divorced,Yes,No,Other,No,0
FJCSOBMTBC,35,92577,247761,395,72,4,8.12,48,0.38,Master's,Part-time,Married,Yes,Yes,Auto,No,1
1PHJ5UOMUC,36,55773,133611,322,84,2,5.87,12,0.16,High School,Self-employed,Single,Yes,No,Education,No,0
666B5ILF8Y,40,143831,133792,814,27,4,6.32,36,0.38,Bachelor's,Part-time,Single,Yes,No,Home,No,0
R9CC2CAQTF,26,145281,213845,476,8,3,18.52,36,0.22,High School,Full-time,Married,No,Yes,Other,No,1
Z81ISJ1CKS,45,143907,196228,345,74,1,11.57,48,0.22,High School,Part-time,Single,Yes,No,Auto,No,0
JP8KJ0RS0J,49,117199,153374,339,41,3,9.58,12,0.63,High School,Unemployed,Divorced,No,No,Auto,Yes,0
HZCPVBPYHL,32,25743,12634,318,94,4,16.19,24,0.33,Bachelor's,Self-employed,Divorced,No,No,Other,Yes,1
I65NIL1GXL,18,57407,203320,814,5,4,24.85,12,0.8,High School,Full-time,Single,Yes,No,Education,No,1
U75N6AKID4,68,28229,81164,699,105,2,18.84,60,0.8,Master's,Unemployed,Divorced,No,No,Other,No,0
Y4GVSSV6W0,19,118587,48243,696,46,1,2.25,24,0.34,Master's,Unemployed,Married,No,Yes,Other,Yes,0
G514TZUS7Q,38,25116,244566,341,12,4,17.05,60,0.72,PhD,Part-time,Single,Yes,Yes,Education,No,1
3LTVGPZGAB,40,44367,190059,518,59,2,11.23,48,0.67,Master's,Part-time,Divorced,Yes,No,Education,No,0
LL4E9SEIOG,38,145722,22512,750,31,4,2.55,24,0.71,Bachelor's,Full-time,Married,Yes,No,Auto,No,0
0XUTF9VSKC,18,145226,72323,526,33,3,18.7,36,0.86,Master's,Unemployed,Married,No,No,Home,No,0
M6NLOABE5G,36,18635,228537,312,98,4,13.69,36,0.18,Bachelor's,Full-time,Divorced,No,Yes,Home,Yes,0
A78SFBS1P0,33,82986,104715,829,28,4,9.58,12,0.45,High School,Unemployed,Divorced,No,No,Other,No,1
8NSYNK8LNE,43,138917,186855,381,55,3,22.35,24,0.65,PhD,Unemployed,Divorced,Yes,Yes,Education,No,0
GWBFPW78F6,49,68828,128394,614,89,1,14.95,12,0.15,High School,Unemployed,Single,No,Yes,Other,No,0
WY1P64MUC6,29,145181,110981,618,79,4,4.39,12,0.74,Master's,Full-time,Single,No,No,Auto,Yes,0
IF5OHHFEHT,41,16048,45578,749,1,4,12.03,48,0.74,High School,Unemployed,Married,No,No,Other,Yes,0
CWTCU2J4A6,31,43877,176998,415,43,1,7.24,12,0.64,Master's,Unemployed,Single,Yes,Yes,Education,No,1
5RA67G0OOO,18,28976,190345,727,54,1,12.86,12,0.38,Master's,Full-time,Divorced,No,No,Other,No,0
VLK90Z5KT1,34,118233,141219,541,31,3,6.42,60,0.66,Master's,Unemployed,Married,Yes,Yes,Other,Yes,0
1JQ5IDU33C,43,117054,112685,455,46,3,13.49,36,0.77,Bachelor's,Part-time,Married,No,Yes,Home,No,0
U3TAF4CCOP,22,131698,5009,494,51,4,5.11,12,0.11,Bachelor's,Unemployed,Single,No,No,Education,Yes,0
XI08NGV2KO,58,33438,13308,363,103,3,8.4,36,0.36,Bachelor's,Full-time,Single,No,No,Business,No,0
4O6ZDH81WS,66,119120,246278,397,31,3,10.67,12,0.55,Master's,Full-time,Married,Yes,No,Home,Yes,0
ESIK9ZPVPQ,36,37575,71998,468,113,1,3.92,48,0.76,PhD,Full-time,Divorced,No,Yes,Home,Yes,0
CH200SKMKK,65,62144,173875,800,0,1,14.3,48,0.37,High School,Unemployed,Divorced,No,No,Other,No,0
FN1U70B6NL,22,140777,9733,535,40,3,6.59,60,0.54,Master's,Part-time,Divorced,Yes,Yes,Education,Yes,0
QTA31WHZLH,66,123608,131915,746,101,4,2.18,60,0.84,Master's,Full-time,Divorced,Yes,Yes,Other,No,0
1YFP8OY3CJ,45,107563,86879,688,66,3,6.26,36,0.11,PhD,Unemployed,Divorced,No,Yes,Business,No,0
F14U7I5I8R,28,95846,196194,370,63,2,16.21,48,0.71,PhD,Self-employed,Divorced,Yes,Yes,Auto,Yes,0
07ORCE5KYJ,53,88893,229036,346,52,1,8.49,36,0.2,High School,Unemployed,Single,No,Yes,Auto,Yes,0
HL2PYUBASE,68,37662,39306,345,43,3,14.14,36,0.7,PhD,Unemployed,Married,Yes,No,Business,No,0
EL39H3ZEF8,21,131460,166701,738,88,2,17.32,60,0.13,PhD,Full-time,Divorced,Yes,Yes,Business,Yes,0
9948UD30ID,31,34282,44724,739,93,2,21.85,36,0.28,Bachelor's,Self-employed,Married,Yes,Yes,Education,No,0
08MHWZH8C6,38,135766,46295,764,110,4,2.16,12,0.29,PhD,Self-employed,Divorced,Yes,Yes,Home,No,0
HQ4XD9GZJ0,23,47092,27043,802,98,1,16.88,60,0.76,Bachelor's,Part-time,Single,Yes,Yes,Home,No,0
18MA8RZJED,46,58036,151263,787,105,4,6.43,48,0.66,High School,Unemployed,Married,No,Yes,Business,No,0
6FUF3ZC2G7,37,86086,54349,817,82,3,6.65,24,0.27,PhD,Part-time,Single,No,Yes,Education,No,0
N5Z85LCM2E,28,55727,217690,668,85,4,13.14,48,0.59,PhD,Unemployed,Married,Yes,Yes,Business,Yes,0
JR208J6Z1K,50,40010,121427,760,46,3,7.15,60,0.34,High School,Full-time,Married,Yes,No,Business,Yes,0
0PJ27UJJOM,19,83173,165847,479,112,4,9.1,24,0.86,PhD,Self-employed,Married,No,No,Other,No,0
SPXN7B48C0,59,83546,105471,350,17,1,23.87,12,0.58,High School,Unemployed,Married,Yes,Yes,Business,No,0
IW5D02ZD1C,62,73218,20273,844,11,1,20.61,48,0.24,Bachelor's,Self-employed,Single,Yes,No,Other,No,0
JMASE4IS0I,42,79211,30294,331,24,3,14.39,12,0.5,Master's,Full-time,Single,No,No,Home,No,0
HQQSMEY5IG,24,149537,204951,651,66,2,7.58,12,0.47,PhD,Full-time,Divorced,No,No,Other,No,0
9LGIZJMYLC,64,27113,235630,359,41,2,7.68,12,0.8,Bachelor's,Full-time,Divorced,Yes,Yes,Home,No,0
TZD4J0OTMU,62,109172,97320,445,17,3,20.65,36,0.52,Bachelor's,Self-employed,Divorced,Yes,No,Education,Yes,0
SS8AHOVGBI,35,73586,239449,506,4,4,18.6,24,0.8,PhD,Self-employed,Married,Yes,No,Other,Yes,0
10FIUW7F9Y,65,130237,189580,802,75,1,5.53,36,0.27,Master's,Unemployed,Single,No,No,Other,Yes,0
Z2O6E0HEDD,35,50610,192148,743,82,2,11.78,12,0.7,PhD,Part-time,Married,No,No,Education,Yes,0
9J1NKPYZ4R,21,54986,75730,832,95,1,20.61,24,0.6,High School,Full-time,Divorced,Yes,Yes,Home,No,0
DUCCTVYTXE,19,22066,109584,318,51,1,16.12,24,0.58,Bachelor's,Part-time,Divorced,Yes,No,Education,No,1
PQ95EGNNNF,19,23335,59930,548,15,4,5.83,12,0.72,Bachelor's,Part-time,Married,No,No,Home,No,0
7F22N6NINZ,29,89261,242213,307,15,3,11.91,24,0.59,High School,Self-employed,Divorced,No,No,Education,No,1
